qname,retries-left,model,num-triples,test,num-predicates,num-known-predicates
d3f:StandaloneHoneynet,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:NetworkTrafficPolicyMapping,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:UserSessionInitConfigAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:DNSDenylisting,3,gpt-3.5-turbo,3,zero-shot,3,3
d3f:CredentialRotation,3,gpt-3.5-turbo,15,zero-shot,5,5
d3f:StrongPasswordPolicy,3,gpt-3.5-turbo,24,zero-shot,4,4
d3f:OutboundTrafficFiltering,3,gpt-3.5-turbo,3,zero-shot,3,3
d3f:HardwareComponentInventory,3,gpt-3.5-turbo,1,zero-shot,1,1
d3f:Certificate-basedAuthentication,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:ProcessSelf-ModificationDetection,3,gpt-3.5-turbo,15,zero-shot,4,4
d3f:SegmentAddressOffsetRandomization,3,gpt-3.5-turbo,30,zero-shot,5,5
d3f:FileCarving,3,gpt-3.5-turbo,9,zero-shot,6,6
d3f:ForwardResolutionDomainDenylisting,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ActiveLogicalLinkMapping,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:ConfigurationInventory,3,gpt-3.5-turbo,8,zero-shot,6,6
d3f:ResourceAccessPatternAnalysis,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:ShadowStackComparisons,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:DataInventory,3,gpt-3.5-turbo,7,zero-shot,7,7
d3f:LocalFilePermissions,3,gpt-3.5-turbo,24,zero-shot,4,4
d3f:BroadcastDomainIsolation,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:IntegratedHoneynet,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:ProcessCodeSegmentVerification,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:SystemFileAnalysis,3,gpt-3.5-turbo,10,zero-shot,5,5
d3f:WebSessionActivityAnalysis,3,gpt-3.5-turbo,16,zero-shot,4,4
d3f:SenderMTAReputationAnalysis,3,gpt-3.5-turbo,19,zero-shot,4,4
d3f:MessageEncryption,3,gpt-3.5-turbo,13,zero-shot,6,6
d3f:HomoglyphDenylisting,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:NetworkTrafficFiltering,3,gpt-3.5-turbo,3,zero-shot,3,3
d3f:UserDataTransferAnalysis,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:Hardware-basedProcessIsolation,3,gpt-3.5-turbo,8,zero-shot,7,7
d3f:SystemCallAnalysis,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:NetworkNodeInventory,3,gpt-3.5-turbo,16,zero-shot,5,5
d3f:ActiveCertificateAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:FirmwareEmbeddedMonitoringCode,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:ConnectionAttemptAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:Multi-factorAuthentication,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:NetworkVulnerabilityAssessment,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ApplicationConfigurationHardening,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:CredentialTransmissionScoping,3,gpt-3.5-turbo,10,zero-shot,6,6
d3f:PassiveLogicalLinkMapping,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:SystemDependencyMapping,3,gpt-3.5-turbo,18,zero-shot,6,6
d3f:AuthorizationEventThresholding,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:CredentialRevoking,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:JobFunctionAccessPatternAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:MandatoryAccessControl,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:InputDeviceAnalysis,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:AdministrativeNetworkActivityAnalysis,3,gpt-3.5-turbo,15,zero-shot,4,4
d3f:AccountLocking,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:RPCTrafficAnalysis,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:ProcessSpawnAnalysis,3,gpt-3.5-turbo,7,zero-shot,6,6
d3f:DomainAccountMonitoring,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:FirmwareVerification,3,gpt-3.5-turbo,2,zero-shot,2,2
d3f:TPMBootIntegrity,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ExecutableAllowlisting,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:EmulatedFileAnalysis,2,gpt-3.5-turbo,14,zero-shot,6,6
d3f:GNUGCCStackGuard,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:LogicalLinkMapping,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ByteSequenceEmulation,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:RelayPatternAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:PeripheralFirmwareVerification,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:OperationalRiskAssessment,3,gpt-3.5-turbo,10,zero-shot,6,6
d3f:InboundTrafficFiltering,3,gpt-3.5-turbo,25,zero-shot,5,5
d3f:EmailRemoval,3,gpt-3.5-turbo,24,zero-shot,4,4
d3f:PerHostDownload-UploadRatioAnalysis,3,gpt-3.5-turbo,6,zero-shot,5,5
d3f:DataExchangeMapping,2,gpt-3.5-turbo,16,zero-shot,4,4
d3f:FileIntegrityMonitoring,3,gpt-3.5-turbo,11,zero-shot,6,6
d3f:TransferAgentAuthentication,3,gpt-3.5-turbo,6,zero-shot,5,5
d3f:Kernel-basedProcessIsolation,3,gpt-3.5-turbo,9,zero-shot,7,7
d3f:FileContentRules,3,gpt-3.5-turbo,8,zero-shot,4,4
d3f:FileRemoval,3,gpt-3.5-turbo,22,zero-shot,10,10
d3f:DiskEncryption,3,gpt-3.5-turbo,33,zero-shot,6,6
d3f:URLReputationAnalysis,3,gpt-3.5-turbo,35,zero-shot,5,5
d3f:IndirectBranchCallAnalysis,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:HierarchicalDomainDenylisting,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:ProcessLineageAnalysis,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:OrganizationMapping,3,gpt-3.5-turbo,15,zero-shot,5,5
d3f:IPReputationAnalysis,3,gpt-3.5-turbo,25,zero-shot,4,4
d3f:ReverseResolutionDomainDenylisting,2,gpt-3.5-turbo,36,zero-shot,5,5
d3f:FileHashReputationAnalysis,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:SoftwareUpdate,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:IdentifierActivityAnalysis,3,gpt-3.5-turbo,7,zero-shot,5,5
d3f:DecoyNetworkResource,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:ScriptExecutionAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:CertificatePinning,3,gpt-3.5-turbo,19,zero-shot,5,5
d3f:FileAccessPatternAnalysis,3,gpt-3.5-turbo,24,zero-shot,7,7
d3f:NetworkTrafficCommunityDeviation,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:PassiveCertificateAnalysis,3,gpt-3.5-turbo,8,zero-shot,4,4
d3f:PointerAuthentication,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:StackFrameCanaryValidation,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ProcessTermination,3,gpt-3.5-turbo,6,zero-shot,5,5
d3f:DynamicAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:DNSAllowlisting,3,gpt-3.5-turbo,19,zero-shot,5,5
d3f:MemoryBoundaryTracking,3,gpt-3.5-turbo,6,zero-shot,5,5
d3f:DatabaseQueryStringAnalysis,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:DeadCodeElimination,3,gpt-3.5-turbo,12,zero-shot,5,5
d3f:ServiceBinaryVerification,3,gpt-3.5-turbo,7,zero-shot,7,7
d3f:DNSTrafficAnalysis,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:MessageAuthentication,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:OperatingSystemMonitoring,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:BootloaderAuthentication,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:DecoyPersona,3,gpt-3.5-turbo,7,zero-shot,6,6
d3f:PhysicalLinkMapping,3,gpt-3.5-turbo,12,zero-shot,4,4
d3f:SystemFirmwareVerification,3,gpt-3.5-turbo,12,zero-shot,4,4
d3f:OperationalDependencyMapping,3,gpt-3.5-turbo,24,zero-shot,10,9
d3f:SystemCallFiltering,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:UserAccountPermissions,3,gpt-3.5-turbo,3,zero-shot,3,3
d3f:Client-serverPayloadProfiling,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ReverseResolutionIPDenylisting,3,gpt-3.5-turbo,11,zero-shot,4,3
d3f:EmailFiltering,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:FileEncryption,2,gpt-3.5-turbo,21,zero-shot,6,6
d3f:ExecutableDenylisting,3,gpt-3.5-turbo,8,zero-shot,7,7
d3f:CertificateAnalysis,3,gpt-3.5-turbo,92,zero-shot,8,8
d3f:EncryptedTunnels,3,gpt-3.5-turbo,8,zero-shot,4,4
d3f:HomoglyphDetection,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:RemoteTerminalSessionDetection,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:IdentifierReputationAnalysis,3,gpt-3.5-turbo,12,zero-shot,5,5
d3f:IPCTrafficAnalysis,3,gpt-3.5-turbo,10,zero-shot,8,8
d3f:PassivePhysicalLinkMapping,3,gpt-3.5-turbo,11,zero-shot,6,6
d3f:CredentialCompromiseScopeAnalysis,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:One-timePassword,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:BiometricAuthentication,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:DecoyPublicRelease,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:DecoyFile,3,gpt-3.5-turbo,17,zero-shot,8,8
d3f:SystemVulnerabilityAssessment,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:SenderReputationAnalysis,3,gpt-3.5-turbo,23,zero-shot,8,8
d3f:DomainTrustPolicy,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:ProcessSuspension,3,gpt-3.5-turbo,7,zero-shot,4,4
d3f:ConnectedHoneynet,3,gpt-3.5-turbo,12,zero-shot,4,4
d3f:DiscoveryTechnique,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:ExecutionTechnique,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:ResourceDevelopmentTechnique,3,gpt-3.5-turbo,16,zero-shot,4,4
d3f:ExfiltrationTechnique,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:CommandAndControlTechnique,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:AuthenticationCacheInvalidation,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:SuspendProcess,3,gpt-3.5-turbo,16,zero-shot,4,4
d3f:TerminateProcess,3,gpt-3.5-turbo,7,zero-shot,5,5
d3f:SegmentAddressOffsetRandomization,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:ReconnaissanceTechnique,3,gpt-3.5-turbo,24,zero-shot,4,4
d3f:InitialAccessTechnique,3,gpt-3.5-turbo,54,zero-shot,12,12
d3f:CredentialAccessTechnique,3,gpt-3.5-turbo,7,zero-shot,7,7
d3f:CredentialRevoking,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:DeleteFile,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:ImpactTechnique,3,gpt-3.5-turbo,11,zero-shot,5,5
d3f:AccountLocking,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:FileRemoval,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:CollectionTechnique,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:ProcessTermination,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:FreeMemory,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:DefenseEvasionTechnique,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:PersistenceTechnique,3,gpt-3.5-turbo,7,zero-shot,4,4
d3f:PrivilegeEscalationTechnique,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:LateralMovementTechnique,3,gpt-3.5-turbo,13,zero-shot,7,7
d3f:SuspendThread,3,gpt-3.5-turbo,3,zero-shot,3,3
d3f:ProcessSuspension,3,gpt-3.5-turbo,10,zero-shot,5,5
d3f:T1135,3,gpt-3.5-turbo,12,zero-shot,6,6
d3f:T1087,3,gpt-3.5-turbo,8,zero-shot,4,4
d3f:T1619,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1615,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1046,3,gpt-3.5-turbo,24,zero-shot,4,3
d3f:T1613,3,gpt-3.5-turbo,22,zero-shot,6,4
d3f:T1018,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1083,3,gpt-3.5-turbo,15,zero-shot,9,9
d3f:T1057,3,gpt-3.5-turbo,15,zero-shot,6,4
d3f:T1120,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1622,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1010,3,gpt-3.5-turbo,6,zero-shot,5,5
d3f:T1614,3,gpt-3.5-turbo,12,zero-shot,8,4
d3f:T1082,3,gpt-3.5-turbo,12,zero-shot,7,4
d3f:T1049,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1213,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1518,3,gpt-3.5-turbo,15,zero-shot,5,5
d3f:T1201,3,gpt-3.5-turbo,6,zero-shot,5,5
d3f:T1152,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1191,3,gpt-3.5-turbo,7,zero-shot,7,7
d3f:T1154,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1028,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:T1196,3,gpt-3.5-turbo,7,zero-shot,6,6
d3f:T1569,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:T1170,3,gpt-3.5-turbo,46,zero-shot,6,6
d3f:T1072,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1106,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1218,3,gpt-3.5-turbo,7,zero-shot,4,4
d3f:T1053,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1168,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1177,3,gpt-3.5-turbo,30,zero-shot,6,6
d3f:T1559,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1609,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1151,3,gpt-3.5-turbo,27,zero-shot,12,3
d3f:T1121,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1204,2,gpt-3.5-turbo,11,zero-shot,4,4
d3f:T1610,3,gpt-3.5-turbo,7,zero-shot,7,7
d3f:T1608,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1585,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:T1011,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1048,3,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1022,3,gpt-3.5-turbo,8,zero-shot,4,4
d3f:T1052,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1537,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1041,3,gpt-3.5-turbo,3,zero-shot,3,3
d3f:T1030,3,gpt-3.5-turbo,18,zero-shot,7,7
d3f:T1079,3,gpt-3.5-turbo,16,zero-shot,6,6
d3f:T1188,0,gpt-3.5-turbo,0,zero-shot,0,0
d3f:T1573,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1205,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1172,3,gpt-3.5-turbo,11,zero-shot,6,6
d3f:T1132,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1571,3,gpt-3.5-turbo,6,zero-shot,6,6
d3f:T1572,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:T1065,2,gpt-3.5-turbo,4,zero-shot,4,4
d3f:T1001,3,gpt-3.5-turbo,22,zero-shot,7,7
d3f:T1032,3,gpt-3.5-turbo,5,zero-shot,5,5
d3f:Deceive,0,ft,0,zero-shot,0,0
d3f:Detect,0,ft,0,zero-shot,0,0
d3f:Evict,0,ft,0,zero-shot,0,0
d3f:Isolate,3,ft,14,zero-shot,11,9
d3f:Harden,0,ft,0,zero-shot,0,0
d3f:Model,0,ft,0,zero-shot,0,0
d3f:CredentialEviction,3,ft,66,zero-shot,17,13
d3f:ExecutionIsolation,0,ft,0,zero-shot,0,0
d3f:CredentialHardening,0,ft,0,zero-shot,0,0
d3f:DecoyObject,0,ft,0,zero-shot,0,0
d3f:ProcessEviction,3,ft,6,zero-shot,6,6
d3f:ApplicationHardening,0,ft,0,zero-shot,0,0
d3f:PlatformHardening,0,ft,0,zero-shot,0,0
d3f:UserBehaviorAnalysis,3,ft,8,zero-shot,7,6
d3f:NetworkIsolation,0,ft,0,zero-shot,0,0
d3f:FileAnalysis,2,ft,10,zero-shot,6,6
d3f:FileEviction,0,ft,0,zero-shot,0,0
d3f:IdentifierAnalysis,3,ft,27,zero-shot,14,11
d3f:NetworkTrafficAnalysis,0,ft,0,zero-shot,0,0
d3f:MessageAnalysis,0,ft,0,zero-shot,0,0
d3f:OperationalActivityMapping,3,ft,22,zero-shot,11,9
d3f:DecoyEnvironment,3,ft,57,zero-shot,27,23
d3f:OperatingSystemMonitoring,2,ft,7,zero-shot,6,6
d3f:PlatformMonitoring,3,ft,12,zero-shot,10,10
d3f:NetworkMapping,0,ft,0,zero-shot,0,0
d3f:ProcessAnalysis,0,ft,0,zero-shot,0,0
d3f:AssetInventory,3,ft,22,zero-shot,13,11
d3f:MessageHardening,1,ft,10,zero-shot,7,7
d3f:SystemMapping,3,ft,16,zero-shot,10,9
d3f:URLAnalysis,0,ft,0,zero-shot,0,0
d3f:FileHashing,0,ft,0,zero-shot,0,0
d3f:AssetVulnerabilityEnumeration,3,ft,8,zero-shot,8,8
d3f:UserGeolocationLogonPatternAnalysis,3,ft,22,zero-shot,12,9
d3f:ForwardResolutionIPDenylisting,3,ft,28,zero-shot,18,15
d3f:RFShielding,0,ft,0,zero-shot,0,0
d3f:AccessModeling,3,ft,16,zero-shot,13,13
d3f:DecoyUserCredential,2,ft,10,zero-shot,7,6
d3f:LocalAccountMonitoring,3,ft,79,zero-shot,27,22
d3f:IOPortRestriction,0,ft,0,zero-shot,0,0
d3f:AuthenticationEventThresholding,3,ft,9,zero-shot,8,6
d3f:FileCreationAnalysis,0,ft,0,zero-shot,0,0
d3f:InboundSessionVolumeAnalysis,1,ft,8,zero-shot,8,8
d3f:ExceptionHandlerPointerValidation,1,ft,122,zero-shot,73,34
d3f:ProtocolMetadataAnomalyDetection,3,ft,45,zero-shot,29,23
d3f:ProcessSegmentExecutionPrevention,2,ft,42,zero-shot,29,25
d3f:DomainNameReputationAnalysis,3,ft,9,zero-shot,8,7
d3f:SystemInitConfigAnalysis,3,ft,8,zero-shot,8,8
d3f:SystemDaemonMonitoring,2,ft,7,zero-shot,6,6
d3f:DecoySessionToken,3,ft,18,zero-shot,13,13
d3f:ActivePhysicalLinkMapping,3,ft,14,zero-shot,9,9
d3f:ScheduledJobAnalysis,0,ft,0,zero-shot,0,0
d3f:SessionDurationAnalysis,1,ft,8,zero-shot,8,8
d3f:MicrosoftVCCLCompilerToolBufferSecurityCheck,3,ft,23,zero-shot,17,13
d3f:SystemConfigurationPermissions,3,ft,19,zero-shot,16,16
d3f:SoftwareInventory,3,ft,23,zero-shot,15,14
d3f:AuthenticationCacheInvalidation,3,ft,7,zero-shot,5,5
d3f:DriverLoadIntegrityChecking,3,ft,12,zero-shot,12,11
d3f:FirmwareBehaviorAnalysis,2,ft,23,zero-shot,15,13
d3f:EndpointHealthBeacon,1,ft,7,zero-shot,7,5
d3f:ServiceDependencyMapping,3,ft,9,zero-shot,9,9
d3f:StandaloneHoneynet,0,ft,0,zero-shot,0,0
d3f:NetworkTrafficPolicyMapping,3,ft,12,zero-shot,10,9
d3f:UserSessionInitConfigAnalysis,3,ft,57,zero-shot,15,11
d3f:DNSDenylisting,3,ft,46,zero-shot,31,19
d3f:CredentialRotation,0,ft,0,zero-shot,0,0
d3f:StrongPasswordPolicy,3,ft,6,zero-shot,6,6
d3f:OutboundTrafficFiltering,3,ft,9,zero-shot,9,9
d3f:HardwareComponentInventory,3,ft,25,zero-shot,15,13
d3f:Certificate-basedAuthentication,3,ft,7,zero-shot,6,6
d3f:ProcessSelf-ModificationDetection,3,ft,12,zero-shot,9,9
d3f:SegmentAddressOffsetRandomization,3,ft,18,zero-shot,14,9
d3f:FileCarving,0,ft,0,zero-shot,0,0
d3f:ForwardResolutionDomainDenylisting,1,ft,7,zero-shot,7,7
d3f:ActiveLogicalLinkMapping,3,ft,33,zero-shot,18,18
d3f:ConfigurationInventory,3,ft,27,zero-shot,15,12
d3f:ResourceAccessPatternAnalysis,3,ft,11,zero-shot,10,10
d3f:ShadowStackComparisons,3,ft,7,zero-shot,7,7
d3f:DataInventory,3,ft,44,zero-shot,24,19
d3f:LocalFilePermissions,2,ft,44,zero-shot,11,8
d3f:BroadcastDomainIsolation,3,ft,46,zero-shot,26,21
d3f:IntegratedHoneynet,3,ft,10,zero-shot,9,9
d3f:ProcessCodeSegmentVerification,2,ft,15,zero-shot,13,11
d3f:SystemFileAnalysis,3,ft,8,zero-shot,8,8
d3f:WebSessionActivityAnalysis,3,ft,19,zero-shot,11,10
d3f:SenderMTAReputationAnalysis,2,ft,12,zero-shot,12,12
d3f:MessageEncryption,3,ft,10,zero-shot,9,9
d3f:HomoglyphDenylisting,3,ft,11,zero-shot,6,6
d3f:NetworkTrafficFiltering,3,ft,20,zero-shot,11,11
d3f:UserDataTransferAnalysis,3,ft,25,zero-shot,11,10
d3f:Hardware-basedProcessIsolation,3,ft,238,zero-shot,39,22
d3f:SystemCallAnalysis,0,ft,0,zero-shot,0,0
d3f:NetworkNodeInventory,3,ft,12,zero-shot,9,7
d3f:ActiveCertificateAnalysis,3,ft,7,zero-shot,6,6
d3f:FirmwareEmbeddedMonitoringCode,3,ft,18,zero-shot,13,13
d3f:ConnectionAttemptAnalysis,0,ft,0,zero-shot,0,0
